D:\CarND\IMG\center_2016_11_27_23_18_17_005.jpg, D:\CarND\IMG\left_2016_11_27_23_18_17_005.jpg, D:\CarND\IMG\right_2016_11_27_23_18_17_005.jpg, -0.03226997, 1, 0, 30.19215
D:\CarND\IMG\center_2016_11_27_23_18_17_121.jpg, D:\CarND\IMG\left_2016_11_27_23_18_17_121.jpg, D:\CarND\IMG\right_2016_11_27_23_18_17_121.jpg, 0, 1, 0, 30.19013
D:\CarND\IMG\center_2016_11_27_23_18_17_233.jpg, D:\CarND\IMG\left_2016_11_27_23_18_17_233.jpg, D:\CarND\IMG\right_2016_11_27_23_18_17_233.jpg, 0, 1, 0, 30.19127
D:\CarND\IMG\center_2016_11_27_23_18_17_347.jpg, D:\CarND\IMG\left_2016_11_27_23_18_17_347.jpg, D:\CarND\IMG\right_2016_11_27_23_18_17_347.jpg, 0, 0.9903171, 0, 30.18775
D:\CarND\IMG\center_2016_11_27_23_18_17_460.jpg, D:\CarND\IMG\left_2016_11_27_23_18_17_460.jpg, D:\CarND\IMG\right_2016_11_27_23_18_17_460.jpg, 0, 0.8063423, 0, 30.16305
D:\CarND\IMG\center_2016_11_27_23_18_17_576.jpg, D:\CarND\IMG\left_2016_11_27_23_18_17_576.jpg, D:\CarND\IMG\right_2016_11_27_23_18_17_576.jpg, 0, 0.6707819, 0, 30.11687
D:\CarND\IMG\center_2016_11_27_23_18_17_692.jpg, D:\CarND\IMG\left_2016_11_27_23_18_17_692.jpg, D:\CarND\IMG\right_2016_11_27_23_18_17_692.jpg, 0, 0.6707819, 0, 30.10801
D:\CarND\IMG\center_2016_11_27_23_18_17_804.jpg, D:\CarND\IMG\left_2016_11_27_23_18_17_804.jpg, D:\CarND\IMG\right_2016_11_27_23_18_17_804.jpg, 0, 0.6223675, 0, 30.09632
D:\CarND\IMG\center_2016_11_27_23_18_17_917.jpg, D:\CarND\IMG\left_2016_11_27_23_18_17_917.jpg, D:\CarND\IMG\right_2016_11_27_23_18_17_917.jpg, 0, 0.6030017, 0, 30.09018
D:\CarND\IMG\center_2016_11_27_23_18_18_031.jpg, D:\CarND\IMG\left_2016_11_27_23_18_18_031.jpg, D:\CarND\IMG\right_2016_11_27_23_18_18_031.jpg, 0, 0.6030017, 0, 30.08968
D:\CarND\IMG\center_2016_11_27_23_18_18_141.jpg, D:\CarND\IMG\left_2016_11_27_23_18_18_141.jpg, D:\CarND\IMG\right_2016_11_27_23_18_18_141.jpg, 0, 0.5739531, 0, 30.08294
D:\CarND\IMG\center_2016_11_27_23_18_18_252.jpg, D:\CarND\IMG\left_2016_11_27_23_18_18_252.jpg, D:\CarND\IMG\right_2016_11_27_23_18_18_252.jpg, 0, 0.5642702, 0, 30.07852
D:\CarND\IMG\center_2016_11_27_23_18_18_363.jpg, D:\CarND\IMG\left_2016_11_27_23_18_18_363.jpg, D:\CarND\IMG\right_2016_11_27_23_18_18_363.jpg, 0, 0.5449044, 0, 30.0732
D:\CarND\IMG\center_2016_11_27_23_18_18_475.jpg, D:\CarND\IMG\left_2016_11_27_23_18_18_475.jpg, D:\CarND\IMG\right_2016_11_27_23_18_18_475.jpg, 0, 0.5158557, 0, 30.07104
D:\CarND\IMG\center_2016_11_27_23_18_18_587.jpg, D:\CarND\IMG\left_2016_11_27_23_18_18_587.jpg, D:\CarND\IMG\right_2016_11_27_23_18_18_587.jpg, 0, 0.5061729, 0, 30.06543
D:\CarND\IMG\center_2016_11_27_23_18_18_698.jpg, D:\CarND\IMG\left_2016_11_27_23_18_18_698.jpg, D:\CarND\IMG\right_2016_11_27_23_18_18_698.jpg, 0, 0.4771242, 0, 30.06292
D:\CarND\IMG\center_2016_11_27_23_18_18_813.jpg, D:\CarND\IMG\left_2016_11_27_23_18_18_813.jpg, D:\CarND\IMG\right_2016_11_27_23_18_18_813.jpg, 0, 0.4577585, 0, 30.05595
D:\CarND\IMG\center_2016_11_27_23_18_18_925.jpg, D:\CarND\IMG\left_2016_11_27_23_18_18_925.jpg, D:\CarND\IMG\right_2016_11_27_23_18_18_925.jpg, 0, 0.4480756, 0, 30.0502
D:\CarND\IMG\center_2016_11_27_23_18_19_038.jpg, D:\CarND\IMG\left_2016_11_27_23_18_19_038.jpg, D:\CarND\IMG\right_2016_11_27_23_18_19_038.jpg, 0, 0.4480756, 0, 30.05302
D:\CarND\IMG\center_2016_11_27_23_18_23_924.jpg, D:\CarND\IMG\left_2016_11_27_23_18_23_924.jpg, D:\CarND\IMG\right_2016_11_27_23_18_23_924.jpg, 0, 0.8063423, 0, 30.14225
D:\CarND\IMG\center_2016_11_27_23_18_24_038.jpg, D:\CarND\IMG\left_2016_11_27_23_18_24_038.jpg, D:\CarND\IMG\right_2016_11_27_23_18_24_038.jpg, 0, 0.8644396, 0, 30.15088
D:\CarND\IMG\center_2016_11_27_23_18_24_155.jpg, D:\CarND\IMG\left_2016_11_27_23_18_24_155.jpg, D:\CarND\IMG\right_2016_11_27_23_18_24_155.jpg, 0, 0.8934883, 0, 30.16361
D:\CarND\IMG\center_2016_11_27_23_18_24_271.jpg, D:\CarND\IMG\left_2016_11_27_23_18_24_271.jpg, D:\CarND\IMG\right_2016_11_27_23_18_24_271.jpg, 0, 0.9031711, 0, 30.1662
D:\CarND\IMG\center_2016_11_27_23_18_24_388.jpg, D:\CarND\IMG\left_2016_11_27_23_18_24_388.jpg, D:\CarND\IMG\right_2016_11_27_23_18_24_388.jpg, 0, 0.9031711, 0, 30.1659
D:\CarND\IMG\center_2016_11_27_23_18_24_504.jpg, D:\CarND\IMG\left_2016_11_27_23_18_24_504.jpg, D:\CarND\IMG\right_2016_11_27_23_18_24_504.jpg, 0, 0.8934883, 0, 30.16294
D:\CarND\IMG\center_2016_11_27_23_18_24_619.jpg, D:\CarND\IMG\left_2016_11_27_23_18_24_619.jpg, D:\CarND\IMG\right_2016_11_27_23_18_24_619.jpg, 0, 0.9515856, 0, 30.16583
D:\CarND\IMG\center_2016_11_27_23_18_24_736.jpg, D:\CarND\IMG\left_2016_11_27_23_18_24_736.jpg, D:\CarND\IMG\right_2016_11_27_23_18_24_736.jpg, 0, 0.9612685, 0, 30.18047
D:\CarND\IMG\center_2016_11_27_23_18_24_851.jpg, D:\CarND\IMG\left_2016_11_27_23_18_24_851.jpg, D:\CarND\IMG\right_2016_11_27_23_18_24_851.jpg, 0, 0.9612685, 0, 30.1807
D:\CarND\IMG\center_2016_11_27_23_18_24_969.jpg, D:\CarND\IMG\left_2016_11_27_23_18_24_969.jpg, D:\CarND\IMG\right_2016_11_27_23_18_24_969.jpg, 0, 0.9806342, 0, 30.18687
D:\CarND\IMG\center_2016_11_27_23_18_25_085.jpg, D:\CarND\IMG\left_2016_11_27_23_18_25_085.jpg, D:\CarND\IMG\right_2016_11_27_23_18_25_085.jpg, 0, 0.9612685, 0, 30.18115
D:\CarND\IMG\center_2016_11_27_23_18_25_201.jpg, D:\CarND\IMG\left_2016_11_27_23_18_25_201.jpg, D:\CarND\IMG\right_2016_11_27_23_18_25_201.jpg, 0, 0.9806342, 0, 30.18559
D:\CarND\IMG\center_2016_11_27_23_18_25_318.jpg, D:\CarND\IMG\left_2016_11_27_23_18_25_318.jpg, D:\CarND\IMG\right_2016_11_27_23_18_25_318.jpg, -0.00559373, 0.9806342, 0, 30.18559
D:\CarND\IMG\center_2016_11_27_23_18_25_433.jpg, D:\CarND\IMG\left_2016_11_27_23_18_25_433.jpg, D:\CarND\IMG\right_2016_11_27_23_18_25_433.jpg, -0.008005143, 0.9903171, 0, 30.18565
D:\CarND\IMG\center_2016_11_27_23_18_25_551.jpg, D:\CarND\IMG\left_2016_11_27_23_18_25_551.jpg, D:\CarND\IMG\right_2016_11_27_23_18_25_551.jpg, -0.02307647, 0.9903171, 0, 30.18838
D:\CarND\IMG\center_2016_11_27_23_18_25_664.jpg, D:\CarND\IMG\left_2016_11_27_23_18_25_664.jpg, D:\CarND\IMG\right_2016_11_27_23_18_25_664.jpg, -0.03573639, 0.9806342, 0, 30.18542
D:\CarND\IMG\center_2016_11_27_23_18_25_780.jpg, D:\CarND\IMG\left_2016_11_27_23_18_25_780.jpg, D:\CarND\IMG\right_2016_11_27_23_18_25_780.jpg, -0.04040849, 0.9806342, 0, 30.18749
D:\CarND\IMG\center_2016_11_27_23_18_25_895.jpg, D:\CarND\IMG\left_2016_11_27_23_18_25_895.jpg, D:\CarND\IMG\right_2016_11_27_23_18_25_895.jpg, -0.06241263, 1, 0, 30.18769
D:\CarND\IMG\center_2016_11_27_23_18_26_010.jpg, D:\CarND\IMG\left_2016_11_27_23_18_26_010.jpg, D:\CarND\IMG\right_2016_11_27_23_18_26_010.jpg, -0.06813973, 1, 0, 30.19039
D:\CarND\IMG\center_2016_11_27_23_18_26_126.jpg, D:\CarND\IMG\left_2016_11_27_23_18_26_126.jpg, D:\CarND\IMG\right_2016_11_27_23_18_26_126.jpg, -0.06813973, 1, 0, 30.19037
D:\CarND\IMG\center_2016_11_27_23_18_26_236.jpg, D:\CarND\IMG\left_2016_11_27_23_18_26_236.jpg, D:\CarND\IMG\right_2016_11_27_23_18_26_236.jpg, -0.06000122, 1, 0, 30.1904
D:\CarND\IMG\center_2016_11_27_23_18_26_347.jpg, D:\CarND\IMG\left_2016_11_27_23_18_26_347.jpg, D:\CarND\IMG\right_2016_11_27_23_18_26_347.jpg, -0.03799708, 1, 0, 30.19064
D:\CarND\IMG\center_2016_11_27_23_18_26_454.jpg, D:\CarND\IMG\left_2016_11_27_23_18_26_454.jpg, D:\CarND\IMG\right_2016_11_27_23_18_26_454.jpg, -0.03000928, 1, 0, 30.19065
D:\CarND\IMG\center_2016_11_27_23_18_26_565.jpg, D:\CarND\IMG\left_2016_11_27_23_18_26_565.jpg, D:\CarND\IMG\right_2016_11_27_23_18_26_565.jpg, -0.008005143, 0.9903171, 0, 30.18754
D:\CarND\IMG\center_2016_11_27_23_18_26_673.jpg, D:\CarND\IMG\left_2016_11_27_23_18_26_673.jpg, D:\CarND\IMG\right_2016_11_27_23_18_26_673.jpg, 0, 1, 0, 30.19058
D:\CarND\IMG\center_2016_11_27_23_18_26_779.jpg, D:\CarND\IMG\left_2016_11_27_23_18_26_779.jpg, D:\CarND\IMG\right_2016_11_27_23_18_26_779.jpg, 0, 1, 0, 30.19124
D:\CarND\IMG\center_2016_11_27_23_18_26_884.jpg, D:\CarND\IMG\left_2016_11_27_23_18_26_884.jpg, D:\CarND\IMG\right_2016_11_27_23_18_26_884.jpg, 0, 1, 0, 30.19023
D:\CarND\IMG\center_2016_11_27_23_18_26_991.jpg, D:\CarND\IMG\left_2016_11_27_23_18_26_991.jpg, D:\CarND\IMG\right_2016_11_27_23_18_26_991.jpg, 0, 1, 0, 30.19053
D:\CarND\IMG\center_2016_11_27_23_18_27_095.jpg, D:\CarND\IMG\left_2016_11_27_23_18_27_095.jpg, D:\CarND\IMG\right_2016_11_27_23_18_27_095.jpg, 0, 1, 0, 30.19029
D:\CarND\IMG\center_2016_11_27_23_18_27_202.jpg, D:\CarND\IMG\left_2016_11_27_23_18_27_202.jpg, D:\CarND\IMG\right_2016_11_27_23_18_27_202.jpg, 0, 1, 0, 30.19045
D:\CarND\IMG\center_2016_11_27_23_18_27_305.jpg, D:\CarND\IMG\left_2016_11_27_23_18_27_305.jpg, D:\CarND\IMG\right_2016_11_27_23_18_27_305.jpg, 0, 1, 0, 30.19046
D:\CarND\IMG\center_2016_11_27_23_18_27_410.jpg, D:\CarND\IMG\left_2016_11_27_23_18_27_410.jpg, D:\CarND\IMG\right_2016_11_27_23_18_27_410.jpg, 0, 1, 0, 30.19047
D:\CarND\IMG\center_2016_11_27_23_18_27_514.jpg, D:\CarND\IMG\left_2016_11_27_23_18_27_514.jpg, D:\CarND\IMG\right_2016_11_27_23_18_27_514.jpg, 0, 1, 0, 30.19044
D:\CarND\IMG\center_2016_11_27_23_18_27_619.jpg, D:\CarND\IMG\left_2016_11_27_23_18_27_619.jpg, D:\CarND\IMG\right_2016_11_27_23_18_27_619.jpg, 0, 1, 0, 30.19045
D:\CarND\IMG\center_2016_11_27_23_18_27_726.jpg, D:\CarND\IMG\left_2016_11_27_23_18_27_726.jpg, D:\CarND\IMG\right_2016_11_27_23_18_27_726.jpg, 0, 1, 0, 30.19043
D:\CarND\IMG\center_2016_11_27_23_18_27_834.jpg, D:\CarND\IMG\left_2016_11_27_23_18_27_834.jpg, D:\CarND\IMG\right_2016_11_27_23_18_27_834.jpg, 0, 1, 0, 30.19044
D:\CarND\IMG\center_2016_11_27_23_18_27_938.jpg, D:\CarND\IMG\left_2016_11_27_23_18_27_938.jpg, D:\CarND\IMG\right_2016_11_27_23_18_27_938.jpg, -0.01026583, 1, 0, 30.19045
D:\CarND\IMG\center_2016_11_27_23_18_28_043.jpg, D:\CarND\IMG\left_2016_11_27_23_18_28_043.jpg, D:\CarND\IMG\right_2016_11_27_23_18_28_043.jpg, -0.01493795, 1, 0, 30.19049
D:\CarND\IMG\center_2016_11_27_23_18_28_149.jpg, D:\CarND\IMG\left_2016_11_27_23_18_28_149.jpg, D:\CarND\IMG\right_2016_11_27_23_18_28_149.jpg, -0.01493795, 1, 0, 30.19042
D:\CarND\IMG\center_2016_11_27_23_18_28_253.jpg, D:\CarND\IMG\left_2016_11_27_23_18_28_253.jpg, D:\CarND\IMG\right_2016_11_27_23_18_28_253.jpg, -0.01493795, 1, 0, 30.19029
D:\CarND\IMG\center_2016_11_27_23_18_28_358.jpg, D:\CarND\IMG\left_2016_11_27_23_18_28_358.jpg, D:\CarND\IMG\right_2016_11_27_23_18_28_358.jpg, -0.01493795, 1, 0, 30.19032
D:\CarND\IMG\center_2016_11_27_23_18_28_466.jpg, D:\CarND\IMG\left_2016_11_27_23_18_28_466.jpg, D:\CarND\IMG\right_2016_11_27_23_18_28_466.jpg, -0.01493795, 1, 0, 30.19013
D:\CarND\IMG\center_2016_11_27_23_18_28_568.jpg, D:\CarND\IMG\left_2016_11_27_23_18_28_568.jpg, D:\CarND\IMG\right_2016_11_27_23_18_28_568.jpg, -0.01493795, 1, 0, 30.19022
D:\CarND\IMG\center_2016_11_27_23_18_28_673.jpg, D:\CarND\IMG\left_2016_11_27_23_18_28_673.jpg, D:\CarND\IMG\right_2016_11_27_23_18_28_673.jpg, -0.01493795, 1, 0, 30.19029
D:\CarND\IMG\center_2016_11_27_23_18_28_777.jpg, D:\CarND\IMG\left_2016_11_27_23_18_28_777.jpg, D:\CarND\IMG\right_2016_11_27_23_18_28_777.jpg, -0.01493795, 1, 0, 30.19029
D:\CarND\IMG\center_2016_11_27_23_18_34_128.jpg, D:\CarND\IMG\left_2016_11_27_23_18_34_128.jpg, D:\CarND\IMG\right_2016_11_27_23_18_34_128.jpg, -0.0913496, 1, 0, 30.18928
D:\CarND\IMG\center_2016_11_27_23_18_34_239.jpg, D:\CarND\IMG\left_2016_11_27_23_18_34_239.jpg, D:\CarND\IMG\right_2016_11_27_23_18_34_239.jpg, -0.1190808, 1, 0, 30.18914
D:\CarND\IMG\center_2016_11_27_23_18_34_348.jpg, D:\CarND\IMG\left_2016_11_27_23_18_34_348.jpg, D:\CarND\IMG\right_2016_11_27_23_18_34_348.jpg, -0.1249586, 1, 0, 30.19053
D:\CarND\IMG\center_2016_11_27_23_18_34_456.jpg, D:\CarND\IMG\left_2016_11_27_23_18_34_456.jpg, D:\CarND\IMG\right_2016_11_27_23_18_34_456.jpg, -0.1653498, 1, 0, 30.18815
D:\CarND\IMG\center_2016_11_27_23_18_34_567.jpg, D:\CarND\IMG\left_2016_11_27_23_18_34_567.jpg, D:\CarND\IMG\right_2016_11_27_23_18_34_567.jpg, -0.1608284, 1, 0, 30.19184
D:\CarND\IMG\center_2016_11_27_23_18_34_678.jpg, D:\CarND\IMG\left_2016_11_27_23_18_34_678.jpg, D:\CarND\IMG\right_2016_11_27_23_18_34_678.jpg, -0.1005431, 1, 0, 30.19061
D:\CarND\IMG\center_2016_11_27_23_18_34_784.jpg, D:\CarND\IMG\left_2016_11_27_23_18_34_784.jpg, D:\CarND\IMG\right_2016_11_27_23_18_34_784.jpg, -0.03000928, 1, 0, 30.19093
D:\CarND\IMG\center_2016_11_27_23_18_34_886.jpg, D:\CarND\IMG\left_2016_11_27_23_18_34_886.jpg, D:\CarND\IMG\right_2016_11_27_23_18_34_886.jpg, 0, 1, 0, 30.19085
D:\CarND\IMG\center_2016_11_27_23_18_34_988.jpg, D:\CarND\IMG\left_2016_11_27_23_18_34_988.jpg, D:\CarND\IMG\right_2016_11_27_23_18_34_988.jpg, 0, 1, 0, 30.19042
D:\CarND\IMG\center_2016_11_27_23_18_35_090.jpg, D:\CarND\IMG\left_2016_11_27_23_18_35_090.jpg, D:\CarND\IMG\right_2016_11_27_23_18_35_090.jpg, 0, 1, 0, 30.19077
D:\CarND\IMG\center_2016_11_27_23_18_35_194.jpg, D:\CarND\IMG\left_2016_11_27_23_18_35_194.jpg, D:\CarND\IMG\right_2016_11_27_23_18_35_194.jpg, 0, 1, 0, 30.19027
D:\CarND\IMG\center_2016_11_27_23_18_35_297.jpg, D:\CarND\IMG\left_2016_11_27_23_18_35_297.jpg, D:\CarND\IMG\right_2016_11_27_23_18_35_297.jpg, 0, 1, 0, 30.19061
D:\CarND\IMG\center_2016_11_27_23_18_35_398.jpg, D:\CarND\IMG\left_2016_11_27_23_18_35_398.jpg, D:\CarND\IMG\right_2016_11_27_23_18_35_398.jpg, -0.02307647, 1, 0, 30.19053
D:\CarND\IMG\center_2016_11_27_23_18_35_499.jpg, D:\CarND\IMG\left_2016_11_27_23_18_35_499.jpg, D:\CarND\IMG\right_2016_11_27_23_18_35_499.jpg, -0.03920278, 1, 0, 30.18999
D:\CarND\IMG\center_2016_11_27_23_18_35_602.jpg, D:\CarND\IMG\left_2016_11_27_23_18_35_602.jpg, D:\CarND\IMG\right_2016_11_27_23_18_35_602.jpg, -0.0461356, 1, 0, 30.19033
D:\CarND\IMG\center_2016_11_27_23_18_35_704.jpg, D:\CarND\IMG\left_2016_11_27_23_18_35_704.jpg, D:\CarND\IMG\right_2016_11_27_23_18_35_704.jpg, -0.06813973, 1, 0, 30.18971
D:\CarND\IMG\center_2016_11_27_23_18_35_821.jpg, D:\CarND\IMG\left_2016_11_27_23_18_35_821.jpg, D:\CarND\IMG\right_2016_11_27_23_18_35_821.jpg, -0.08200536, 1, 0, 30.18989
D:\CarND\IMG\center_2016_11_27_23_18_35_938.jpg, D:\CarND\IMG\left_2016_11_27_23_18_35_938.jpg, D:\CarND\IMG\right_2016_11_27_23_18_35_938.jpg, -0.08321106, 1, 0, 30.19019
D:\CarND\IMG\center_2016_11_27_23_18_36_039.jpg, D:\CarND\IMG\left_2016_11_27_23_18_36_039.jpg, D:\CarND\IMG\right_2016_11_27_23_18_36_039.jpg, -0.08788319, 1, 0, 30.19027
D:\CarND\IMG\center_2016_11_27_23_18_36_152.jpg, D:\CarND\IMG\left_2016_11_27_23_18_36_152.jpg, D:\CarND\IMG\right_2016_11_27_23_18_36_152.jpg, -0.09240457, 1, 0, 30.19034
D:\CarND\IMG\center_2016_11_27_23_18_36_266.jpg, D:\CarND\IMG\left_2016_11_27_23_18_36_266.jpg, D:\CarND\IMG\right_2016_11_27_23_18_36_266.jpg, -0.09948811, 1, 0, 30.19036
D:\CarND\IMG\center_2016_11_27_23_18_36_378.jpg, D:\CarND\IMG\left_2016_11_27_23_18_36_378.jpg, D:\CarND\IMG\right_2016_11_27_23_18_36_378.jpg, -0.09948811, 1, 0, 30.19061
D:\CarND\IMG\center_2016_11_27_23_18_36_491.jpg, D:\CarND\IMG\left_2016_11_27_23_18_36_491.jpg, D:\CarND\IMG\right_2016_11_27_23_18_36_491.jpg, -0.09948811, 1, 0, 30.19033
D:\CarND\IMG\center_2016_11_27_23_18_36_602.jpg, D:\CarND\IMG\left_2016_11_27_23_18_36_602.jpg, D:\CarND\IMG\right_2016_11_27_23_18_36_602.jpg, -0.09481598, 1, 0, 30.19093
D:\CarND\IMG\center_2016_11_27_23_18_36_713.jpg, D:\CarND\IMG\left_2016_11_27_23_18_36_713.jpg, D:\CarND\IMG\right_2016_11_27_23_18_36_713.jpg, -0.07507256, 1, 0, 30.19031
D:\CarND\IMG\center_2016_11_27_23_18_36_823.jpg, D:\CarND\IMG\left_2016_11_27_23_18_36_823.jpg, D:\CarND\IMG\right_2016_11_27_23_18_36_823.jpg, -0.06467334, 1, 0, 30.19052
D:\CarND\IMG\center_2016_11_27_23_18_36_929.jpg, D:\CarND\IMG\left_2016_11_27_23_18_36_929.jpg, D:\CarND\IMG\right_2016_11_27_23_18_36_929.jpg, -0.06467334, 1, 0, 30.19012
D:\CarND\IMG\center_2016_11_27_23_18_37_038.jpg, D:\CarND\IMG\left_2016_11_27_23_18_37_038.jpg, D:\CarND\IMG\right_2016_11_27_23_18_37_038.jpg, -0.06241263, 1, 0, 30.19028
D:\CarND\IMG\center_2016_11_27_23_18_37_144.jpg, D:\CarND\IMG\left_2016_11_27_23_18_37_144.jpg, D:\CarND\IMG\right_2016_11_27_23_18_37_144.jpg, -0.0416142, 1, 0, 30.19043
D:\CarND\IMG\center_2016_11_27_23_18_37_253.jpg, D:\CarND\IMG\left_2016_11_27_23_18_37_253.jpg, D:\CarND\IMG\right_2016_11_27_23_18_37_253.jpg, -0.03799708, 1, 0, 30.19039
